Symbol,industry
FACT.NS,fertilizers
COROMANDEL.NS,fertilizers
CHAMBLFERT.NS,fertilizers
DEEPAKFERT.NS,fertilizers
RCF.NS,fertilizers
GNFC.NS,fertilizers
PARADEEP.NS,fertilizers
GSFC.NS,fertilizers
NFL.NS,fertilizers
MANGCHEFER.NS,fertilizers
MBAPL.NS,fertilizers
MADRASFERT.NS,fertilizers
SPIC.NS,fertilizers
KRISHANA.NS,fertilizers
ZUARI.NS,fertilizers
KHAICHEM.NS,fertilizers
NAGAFERT.NS,fertilizers
